ID,title,abstract,pages,doi,link
0e50bf23cb16ba66e738d88f0fffab75c338e02a,"Crowdsourcing in Software Engineering: Models, Motivations, and Challenges","Almost surreptitiously, crowdsourcing has entered software engineering practice. In-house development, contracting, and outsourcing still dominate, but many development projects use crowdsourcing-for example, to squash bugs, test software, or gather alternative UI designs. Although the overall impact has been mundane so far, crowdsourcing could lead to fundamental, disruptive changes in how software is developed. Various crowdsourcing models have been applied to software development. Such changes offer exciting opportunities, but several challenges must be met for crowdsourcing software development to reach its potential.",74-80,10.1109/MS.2016.12,http://horton-richardson.com/wp-content/login.html
4099f2b7a9282e3be30076f2532008e6caeb1c13,On the pragmatic design of literature studies in software engineering: an experience-based guideline,,2852-2891,10.1007/s10664-016-9492-y,http://www.anderson-olson.net/terms.html
266aa9741c6559af0c6dcee2e1947ced0385b4bd,Evidence-Based Software Engineering and Systematic Reviews,"In the decade since the idea of adapting the evidence-based paradigm for software engineering was first proposed, it has become a major tool of empirical software engineering. Evidence-Based Software Engineering and Systematic Reviews provides a clear introduction to the use of an evidence-based model for software engineering research and practice. The book explains the roles of primary studies (experiments, surveys, case studies) as elements of an over-arching evidence model, rather than as disjointed elements in the empirical spectrum. Supplying readers with a clear understanding of empirical software engineering best practices, it provides up-to-date guidance on how to conduct secondary studies in software engineeringreplacing the existing 2004 and 2007 technical reports. The book is divided into three parts. The first part discusses the nature of evidence and the evidence-based practices centered on a systematic review, both in general and as applying to software engineering. The second part examines the different elements that provide inputs to a systematic review (usually considered as forming a secondary study), especially the main forms of primary empirical study currently used in software engineering. The final part provides practical guidance on how to conduct systematic reviews (the guidelines), drawing together accumulated experiences to guide researchers and students in planning and conducting their own studies. The book includes an extensive glossary and an appendix that provides a catalogue of reviews that may be useful for practice and teaching.",87-102,10.1201/b19467,http://www.nelson-foster.com/post/
ec59569fdee17844ae071be1536a08f937f08c57,"Speed, Data, and Ecosystems: The Future of Software Engineering","An evaluation of recent industrial and societal trends revealed three key factors driving software engineering's future: speed, data, and ecosystems. These factors' implications have led to guidelines for companies to evolve their software engineering practices. This article is part of a special issue on the Future of Software Engineering.",82-88,10.1109/MS.2016.14,http://gomez-larsen.com/post.html
27c9101fa2f41ce15100f0f07802bb656eda50ad,On the use of many quality attributes for software refactoring: a many-objective search-based software engineering approach,,2503-2545,10.1007/s10664-015-9414-4,https://green.biz/categories/main/app/privacy.html
12248c8cd5ba1f2594e2bcf4c3b4e8ddd10d13c7,Open innovation in software engineering: a systematic mapping study,,684-723,10.1007/s10664-015-9380-x,https://www.petersen.com/home.php
564614da76b5d9020c700b78e1fe154bd590c47d,The Role of Ethnographic Studies in Empirical Software Engineering,"Ethnography is a qualitative research method used to study people and cultures. It is largely adopted in disciplines outside software engineering, including different areas of computer science. Ethnography can provide an in-depth understanding of the socio-technological realities surrounding everyday software development practice, i.e., it can help to uncover not only what practitioners do, but also why they do it. Despite its potential, ethnography has not been widely adopted by empirical software engineering researchers, and receives little attention in the related literature. The main goal of this paper is to explain how empirical software engineering researchers would benefit from adopting ethnography. This is achieved by explicating four roles that ethnography can play in furthering the goals of empirical software engineering: to strengthen investigations into the social and human aspects of software engineering; to inform the design of software engineering tools; to improve method and process development; and to inform research programmes. This article introduces ethnography, explains its origin, context, strengths and weaknesses, and presents a set of dimensions that position ethnography as a useful and usable approach to empirical software engineering research. Throughout the paper, relevant examples of ethnographic studies of software practice are used to illustrate the points being made.",786-804,10.1109/TSE.2016.2519887,https://www.bolton.org/main.jsp
b681cd520e9b2c4e2c96dda31d09b51edcf28e32,Systems and Software Engineering,,235-305,10.1007/978-3-319-25178-3_6,http://www.lopez-velez.biz/app/home/
5602cbe797d20b17edfd08b3dc94622c842fbe80,Crossover Designs in Software Engineering Experiments: Benefits and Perils,"In experiments with crossover design subjects apply more than one treatment. Crossover designs are widespread in software engineering experimentation: they require fewer subjects and control the variability among subjects. However, some researchers disapprove of crossover designs. The main criticisms are: the carryover threat and its troublesome analysis. Carryover is the persistence of the effect of one treatment when another treatment is applied later. It may invalidate the results of an experiment. Additionally, crossover designs are often not properly designed and/or analysed, limiting the validity of the results. In this paper, we aim to make SE researchers aware of the perils of crossover experiments and provide risk avoidance good practices. We study how another discipline (medicine) runs crossover experiments. We review the SE literature and discuss which good practices tend not to be adhered to, giving advice on how they should be applied in SE experiments. We illustrate the concepts discussed analysing a crossover experiment that we have run. We conclude that crossover experiments can yield valid results, provided they are properly designed and analysed, and that, if correctly addressed, carryover is no worse than other validity threats.",120-135,10.1109/TSE.2015.2467378,http://hernandez.com/blog/search/index.asp
a717f569c788ae23a3c0d2d6a18b109590a119c8,A discipline for software engineering,,"I-XXVI, 1-789",10.1016/0967-0661(95)90062-4,https://jackson.info/app/tag/posts/privacy/
b73694c24ec259da39e125c2c7d9496b2f222ba0,Future Trends in Software Engineering Research for Mobile Apps,"There has been tremendous growth in the use of mobile devices over the last few years. This growth has fueled the development of millions of software applications for these mobile devices often called as 'apps'. Current estimates indicate that there are hundreds of thousands of mobile app developers. As a result, in recent years, there has been an increasing amount of software engineering research conducted on mobile apps to help such mobile app developers. In this paper, we discuss current and future research trends within the framework of the various stages in the software development life-cycle: requirements (including non-functional), design and development, testing, and maintenance. While there are several non-functional requirements, we focus on the topics of energy and security in our paper, since mobile apps are not necessarily built by large companies that can afford to get experts for solving these two topics. For the same reason we also discuss the monetizing aspects of a mobile app at the end of the paper. For each topic of interest, we first present the recent advances done in these stages and then we present the challenges present in current work, followed by the future opportunities and the risks present in pursuing such research.",21-32,10.1109/SANER.2016.88,https://torres.com/app/categories/privacy.php
9445d843e8416a4cffb6da681250162ac38e1e2f,Student Experiences Using GitHub in Software Engineering Courses: A Case Study,"GitHub has been embraced by the software development community as an important social platform for managing software projects and to support collaborative development. More recently, educators have begun to adopt it for hosting course content and student assignments. From our previous research, we found that educators leverage GitHub’s collaboration and transparency features to create, reuse and remix course materials, and to encourage student contributions and monitor student activity on assignments and projects. However, our previous research did not consider the student perspective. In this paper, we present a case study where GitHub is used as a learning platform for two software engineering courses. We gathered student perspectives on how the use of GitHub in their courses might benefit them and to identify the challenges they may face. The findings from our case study indicate that software engineering students do benefit from GitHub’s transparent and open workflow. However, students were concerned that since GitHub is not inherently an educational tool, it lacks key features important for education and poses learning and privacy concerns. Our findings provide recommendations for designers on how tools such as GitHub can be used to improve software engineering education, and also point to recommendations for instructors on how to use it more effectively in their courses.",422-431,10.1145/2889160.2889195,http://www.pruitt-clark.com/register/
7aaa884f017f3f71a893b1755f75d801e17339ac,Software Engineering Component Based Software Engineering,"Component-based software engineering (CBSE) (also known as component-based development (CBD)) is a branch of software engineering that emphasizes the separation of concerns in respect of the wide-ranging functionality available throughout a given software system. It is a reuse-based approach to defining, implementing and composing loosely coupled independent components into systems. This practice aims to bring about an equally wide-ranging degree of benefits in both the short-term and the long-term for the software itself and for organizations that sponsor such software. This approach promises to alleviate the software crisis at great extents. The objective of this paper is to gain attention towards this new component based software development paradigm and to highlight the benefits of the approach for making it a successful software development approach to the concerned community",94-144,7741-7446-7,https://www.conway.info/wp-content/search/
994b8dbfa12027ed24285a1e34c20cae8831173c,Software-Specific Named Entity Recognition in Software Engineering Social Content,"Software engineering social content, such as Q&A discussions on Stack Overflow, has become a wealth of information on software engineering. This textual content is centered around software-specific entities, and their usage patterns, issues-solutions, and alternatives. However, existing approaches to analyzing software engineering texts treat software-specific entities in the same way as other content, and thus cannot support the recent advance of entity-centric applications, such as direct answers and knowledge graph. The first step towards enabling these entity-centric applications for software engineering is to recognize and classify software-specific entities, which is referred to as Named Entity Recognition (NER) in the literature. Existing NER methods are designed for recognizing person, location and organization in formal and social texts, which are not applicable to NER in software engineering. Existing information extraction methods for software engineering are limited to API identification and linking of a particular programming language. In this paper, we formulate the research problem of NER in software engineering. We identify the challenges in designing a software-specific NER system and propose a machine learning based approach applied on software engineering social content. Our NER system, called S-NER, is general for software engineering in that it can recognize a broad category of software entities for a wide range of popular programming languages, platform, and library. We conduct systematic experiments to evaluate our machine learning based S-NER against a well-designed, and to study the effectiveness of widely-adopted NER techniques and features in the face of the unique characteristics of software engineering social content.",90-101,10.1109/SANER.2016.10,http://walker.com/tags/post.php
768b444c84340d2210bd2782ce3aa39b723bd0b9,Game development software engineering process life cycle: a systematic review,,Jan-30,10.1186/s40411-016-0032-7,http://www.williams-bennett.com/author.html
7da816d0f1d2a2b33d6512a1e694c04cbe4d4963,Experimentation in Software Engineering,,"I-XXIII, 1-236",10.1007/978-3-642-29044-2,http://www.ramirez.org/blog/app/main/
794c598e037ffac8b8dec326ba29a5dd9044ece6,Modeling in Event-B - System and Software Engineering,"A practical text suitable for an introductory or advanced course in formal methods, this book presents a mathematical approach to modelling and designing systems using an extension of the B formal method: Event-B. Based on the idea of refinement, the author's systematic approach allows the user to construct models gradually and to facilitate a systematic reasoning method by means of proofs. Readers will learn how to build models of programs and, more generally, discrete systems, but this is all done with practice in mind. The numerous examples provided arise from various sources of computer system developments, including sequential programs, concurrent programs and electronic circuits. The book also contains a large number of exercises and projects ranging in difficulty. Each of the examples included in the book has been proved using the Rodin Platform tool set, which is available free for download at www.event-b.org.","I-XXVI, 1-586",10.1017/CBO9781139195881,http://www.dominguez.net/posts/terms/
b69a938050093e592e19a3b6321b3382d4f8bc7a,Global Software Engineering: Evolution and Trends,"Professional software products and IT systems and services today are developed mostly by globally distributed teams, projects, and companies. Successfully orchestrating Global Software Engineering (GSE) has become the major success factor both for organizations and practitioners. Yet, more than a half of all distributed projects does not achieve the intended objectives and is canceled. This paper summarizes experiences from academia and industry in a way to facilitate knowledge and technology transfer. It is based on an evaluation of 10 years of research, and industry collaboration and experience reported at the IEEE International Conference on Software Engineering (ICGSE) series. The outcomes of our analysis show GSE as a field highly attached to industry and, thus, a considerable share of ICGSE papers address the transfer of Software Engineering concepts and solutions to the global stage. We found collaboration and teams, processes and organization, sourcing and supplier management, and success factors to be the topics gaining the most interest of researchers and practitioners. Beyond the analysis of the past conferences, we also look at current trends in GSE to motivate further research and industrial collaboration.",144-153,10.1109/ICGSE.2016.19,https://walters.org/
fac3a6f272428e9d6879227ef76c1fa9397b317f,A Hitchhiker's guide to statistical tests for assessing randomized algorithms in software engineering,"Randomized algorithms are widely used to address many types of software engineering problems, especially in the area of software verification and validation with a strong emphasis on test automation. However, randomized algorithms are affected by chance and so require the use of appropriate statistical tests to be properly analysed in a sound manner. This paper features a systematic review regarding recent publications in 2009 and 2010 showing that, overall, empirical analyses involving randomized algorithms in software engineering tend to not properly account for the random nature of these algorithms. Many of the novel techniques presented clearly appear promising, but the lack of soundness in their empirical evaluations casts unfortunate doubts on their actual usefulness. In software engineering, although there are guidelines on how to carry out empirical analyses involving human subjects, those guidelines are not directly and fully applicable to randomized algorithms. Furthermore, many of the textbooks on statistical analysis are written from the viewpoints of social and natural sciences, which present different challenges from randomized algorithms. To address the questionable overall quality of the empirical analyses reported in the systematic review, this paper provides guidelines on how to carry out and properly analyse randomized algorithms applied to solve software engineering tasks, with a particular focus on software testing, which is by far the most frequent application area of randomized algorithms within software engineering. Copyright © 2012 John Wiley & Sons, Ltd.",67-117,10.1002/stvr.1486,https://www.hughes.com/categories/privacy.htm
ece51631d79e2c017471f31767d7c3b62dd45769,Guide to the Software Engineering Body of Knowledge (SWEBOK(R)): Version 3.0,"In the Guide to the Software Engineering Body of Knowledge (SWEBOK Guide), the IEEE Computer Society establishes a baseline for the body of knowledge for the field of software engineering, and the work supports the Societys responsibility to promote the advancement of both theory and practice in this field. It should be noted that the Guide does not purport to define the body of knowledge but rather to serve as a compendium and guide to the knowledge that has been developing and evolving over the past four decades. Now in Version 3.0, the Guides 15 knowledge areas summarize generally accepted topics and list references for detailed information. The editors for Version 3.0 of the SWEBOK Guide are Pierre Bourque (cole de technologie suprieure (TS), Universit du Qubec) and Richard E. (Dick) Fairley (Software and Systems Engineering Associates (S2EA)).",62-105,13-809014-5,https://greene.com/explore/login.php
ad7102b6bd0842fe1b46ce6a9246b1f00f51948f,ISO / IEC 25010 : 2011 Systems and software engineering — Systems and software Quality Requirements and Evaluation ( SQuaRE ) — System and software quality models,,75-124,10.3403/30215101,http://sosa-odom.com/index.htm
a5a6eb69869d2a25a5915ebec8e0991ba78c4769,Are Students Representatives of Professionals in Software Engineering Experiments?,"Background: Most of the experiments in software engineering (SE) employ students as subjects. This raises concerns about the realism of the results acquired through students and adaptability of the results to software industry. Aim: We compare students and professionals to understand how well students represent professionals as experimental subjects in SE research. Method: The comparison was made in the context of two test-driven development experiments conducted with students in an academic setting and with professionals in a software organization. We measured the code quality of several tasks implemented by both subject groups and checked whether students and professionals perform similarly in terms of code quality metrics. Results: Except for minor differences, neither of the subject groups is better than the other. Professionals produce larger, yet less complex, methods when they use their traditional development approach, whereas both subject groups perform similarly when they apply a new approach for the first time. Conclusion: Given a carefully scoped experiment on a development approach that is new to both students and professionals, similar performances are observed. Further investigation is necessary to analyze the effects of subject demographics and level of experience on the results of SE experiments.",666-676,10.1109/ICSE.2015.82,https://guzman.com/
2d1e79e057a9111ea6863378ffeca526a4e41c5f,On Non-Functional Requirements in Software Engineering,,363-379,10.1007/978-3-642-02463-4_19,https://www.dickerson-kelly.com/
63b35f109c6962247cbbf9458d55082c653f1d9e,A practical guide to controlled experiments of software engineering tools with human participants,,110-141,10.1007/s10664-013-9279-3,https://moon-decker.com/blog/about.html
7a28a601877a3722126c74149efc2a5f207b08e2,Docker [Software engineering],"In episode 217 of Software Engineering Radio, host Charles Anderson talks with James Turnbull, a software developer and security specialist who's vice president of services at Docker. Lightweight Docker containers are rapidly becoming a tool for deploying microservice-based architectures.",86-109,10.1109/MS.2015.62,https://www.mejia-brown.net/main/wp-content/tags/index/
641bb6adbbef003b3b74a1bbd5e11dbe251d6a66,Towards a decision-making structure for selecting a research design in empirical software engineering,,1427-1455,10.1007/s10664-014-9319-7,http://www.green.com/main.htm
bcd2c5379a34068040750a751e4fd2710d90c15c,The “Physics” of Notations: Toward a Scientific Basis for Constructing Visual Notations in Software Engineering,"Visual notations form an integral part of the language of software engineering (SE). Yet historically, SE researchers and notation designers have ignored or undervalued issues of visual representation. In evaluating and comparing notations, details of visual syntax are rarely discussed. In designing notations, the majority of effort is spent on semantics, with graphical conventions largely an afterthought. Typically, no design rationale, scientific or otherwise, is provided for visual representation choices. While SE has developed mature methods for evaluating and designing semantics, it lacks equivalent methods for visual syntax. This paper defines a set of principles for designing cognitively effective visual notations: ones that are optimized for human communication and problem solving. Together these form a design theory, called the Physics of Notations as it focuses on the physical (perceptual) properties of notations rather than their logical (semantic) properties. The principles were synthesized from theory and empirical evidence from a wide range of fields and rest on an explicit theory of how visual notations communicate. They can be used to evaluate, compare, and improve existing visual notations as well as to construct new ones. The paper identifies serious design flaws in some of the leading SE notations, together with practical suggestions for improving them. It also showcases some examples of visual notation design excellence from SE and other fields.",57-138,10.1109/TSE.2009.67,https://www.vang.biz/register/
c605abdfc50787818fce169198e0807c5b474c1c,Gamification in software engineering - A systematic mapping,,157-168,10.1016/j.infsof.2014.08.007,http://www.mcdaniel.com/about/
64fd3ee86c29633d439d02bbdc044b132e56ec7c,Choosing your weapons: On sentiment analysis tools for software engineering research,"Recent years have seen an increasing attention to social aspects of software engineering, including studies of emotions and sentiments experienced and expressed by the software developers. Most of these studies reuse existing sentiment analysis tools such as SentiStrength and NLTK. However, these tools have been trained on product reviews and movie reviews and, therefore, their results might not be applicable in the software engineering domain. In this paper we study whether the sentiment analysis tools agree with the sentiment recognized by human evaluators (as reported in an earlier study) as well as with each other. Furthermore, we evaluate the impact of the choice of a sentiment analysis tool on software engineering studies by conducting a simple study of differences in issue resolution times for positive, negative and neutral texts. We repeat the study for seven datasets (issue trackers and Stack Overflow questions) and different sentiment analysis tools and observe that the disagreement between the tools can lead to contradictory conclusions.",531-535,10.1109/ICSM.2015.7332508,http://moore-gross.com/
5a4674e987c2d7c130c5303cbad3f4e4531f3259,Case Study Research in Software Engineering - Guidelines and Examples,"Based on their own experiences of in-depth case studies of software projects in international corporations, in this bookthe authors present detailed practical guidelines on the preparation, conduct, design and reporting of case studies of software engineering. This is the first software engineering specific book on thecase study research method.","I-XVIII, 1-237",10.1002/9781118181034,http://avila.info/privacy.html
2f9a1286e7af4ab7706ad8cfcc8c8742a1964939,Views on Internal and External Validity in Empirical Software Engineering,"Empirical methods have grown common in software engineering, but there is no consensus on how to apply them properly. Is practical relevance key? Do internally valid studies have any value? Should we replicate more to address the tradeoff between internal and external validity? We asked the community how empirical research should take place in software engineering, with a focus on the tradeoff between internal and external validity and replication, complemented with a literature review about the status of empirical research in software engineering. We found that the opinions differ considerably, and that there is no consensus in the community when to focus on internal or external validity and how to conduct and review replications.",Sep-19,10.1109/ICSE.2015.24,https://www.davis.net/
0d63d4bcf9fb27ee0930d71cd0108fe629671b7a,Software Engineering: A Practitioners Approach,"Software engineering is the art of war. So if you don't know how to wage a war, then the weapons are useless. Software engineering has become very important because of the impact of large, expensive software systems and the role of software in safety-critical applications. This book supports a process to refound software engineering based on a solid theory, proven principles and best practices and fills a long-standing need in the software development communities to make the essential aspects of software development available in one comprehensive work. Written in an easy-to-understand tutorial format, SOFTWARE ENGINEERING: A Practitioners Approach provides professionals, researchers, and students at all levels with a clear coverage of: Analyzing, designing, programming and testing software projects. Set of objectives to which a prospective should be targeting to achieve. Two types of review questions-short answer type and descriptive type. List of key terms referring to abstract concepts, which may be used for better and crisp communication. Solution manual in electronic form available for qualified teachers on demand. Instructor's manual including power point slides, brief notes on teaching and list of projects with descriptions on demand. List of key references for the concepts in the chapter. Useful websites appended to each chapter for quick reference",32-131,385-05976-1,http://miller.com/author.htm
a652692b51c786bfa3ceb43f3ae9f6acb796921f,The (R) Evolution of social media in software engineering,"Software developers rely on media to communicate, learn, collaborate, and coordinate with others. Recently, social media has dramatically changed the landscape of software engineering, challenging some old assumptions about how developers learn and work with one another. We see the rise of the social programmer who actively participates in online communities and openly contributes to the creation of a large body of crowdsourced socio-technical content. In this paper, we examine the past, present, and future roles of social media in software engineering. We provide a review of research that examines the use of different media channels in software engineering from 1968 to the present day. We also provide preliminary results from a large survey with developers that actively use social media to understand how they communicate and collaborate, and to gain insights into the challenges they face. We find that while this particular population values social media, traditional channels, such as face-to-face communication, are still considered crucial. We synthesize findings from our historical review and survey to propose a roadmap for future research on this topic. Finally, we discuss implications for research methods as we argue that social media is poised to bring about a paradigm shift in software engineering research.",68-135,10.1145/2593882.2593887,https://www.burns-garza.biz/main.php
edb89d1462e96b4bace463f1fae9307717ac787a,Agent-Oriented Software Engineering,,53-139,10.1007/978-3-642-54432-3,http://rush.com/tag/list/index/
9992f1d6978c1e9442bf519aa213f5ca4e2159f8,Search based software engineering for software product line engineering: a survey and directions for future work,"This paper presents a survey of work on Search Based Software Engineering (SBSE) for Software Product Lines (SPLs). We have attempted to be comprehensive, in the sense that we have sought to include all papers that apply computational search techniques to problems in software product line engineering. Having surveyed the recent explosion in SBSE for SPL research activity, we highlight some directions for future work. We focus on suggestions for the development of recent advances in genetic improvement, showing how these might be exploited by SPL researchers and practitioners: Genetic improvement may grow new products with new functional and non-functional features and graft these into SPLs. It may also merge and parameterise multiple branches to cope with SPL branchmania.",55-143,10.1145/2648511.2648513,https://www.short.com/main/explore/main.php
3dcc789f0ecc07500a3539ec3805f80a03412103,A systematic review of systematic review process research in software engineering,,2049-2075,10.1016/j.infsof.2013.07.010,https://www.hayden.org/index.html
969d1e52140dbf8f58a1b3f61a29b03255490c86,Software Engineering Meets Control Theory,"The software engineering community has proposed numerous approaches for making software self-adaptive. These approaches take inspiration from machine learning and control theory, constructing software that monitors and modifies its own behavior to meet goals. Control theory, in particular, has received considerable attention as it represents a general methodology for creating adaptive systems. Control-theoretical software implementations, however, tend to be ad hoc. While such solutions often work in practice, it is difficult to understand and reason about the desired properties and behavior of the resulting adaptive software and its controller. This paper discusses a control design process for software systems which enables automatic analysis and synthesis of a controller that is guaranteed to have the desired properties and behavior. The paper documents the process and illustrates its use in an example that walks through all necessary steps for self-adaptive controller synthesis.",71-82,10.1109/SEAMS.2015.12,http://www.harris-davis.com/list/terms.html
0e528eb8167c68930c2e1ab20ab5c14f98446927,Investigating Country Differences in Mobile App User Behavior and Challenges for Software Engineering,"Mobile applications (apps) are software developed for use on mobile devices and made available through app stores. App stores are highly competitive markets where developers need to cater to a large number of users spanning multiple countries. This work hypothesizes that there exist country differences in mobile app user behavior and conducts one of the largest surveys to date of app users across the world, in order to identify the precise nature of those differences. The survey investigated user adoption of the app store concept, app needs, and rationale for selecting or abandoning an app. We collected data from more than 15 countries, including USA, China, Japan, Germany, France, Brazil, United Kingdom, Italy, Russia, India, Canada, Spain, Australia, Mexico, and South Korea. Analysis of data provided by 4,824 participants showed significant differences in app user behaviors across countries, for example users from USA are more likely to download medical apps, users from the United Kingdom and Canada are more likely to be influenced by price, users from Japan and Australia are less likely to rate apps. Analysis of the results revealed new challenges to market-driven software engineering related to packaging requirements, feature space, quality expectations, app store dependency, price sensitivity, and ecosystem effect.",40-64,10.1109/TSE.2014.2360674,http://gibson.org/main/explore/register.html
a639919277b2d0683d21b637bec2192fd475fa80,Happy software developers solve problems better: psychological measurements in empirical software engineering,"For more than thirty years, it has been claimed that a way to improve software developers’ productivity and software quality is to focus on people and to provide incentives to make developers satisfied and happy. This claim has rarely been verified in software engineering research, which faces an additional challenge in comparison to more traditional engineering fields: software development is an intellectual activity and is dominated by often-neglected human factors (called human aspects in software engineering research). Among the many skills required for software development, developers must possess high analytical problem-solving skills and creativity for the software construction process. According to psychology research, affective states—emotions and moods—deeply influence the cognitive processing abilities and performance of workers, including creativity and analytical problem solving. Nonetheless, little research has investigated the correlation between the affective states, creativity, and analytical problem-solving performance of programmers. This article echoes the call to employ psychological measurements in software engineering research. We report a study with 42 participants to investigate the relationship between the affective states, creativity, and analytical problem-solving skills of software developers. The results offer support for the claim that happy developers are indeed better problem solvers in terms of their analytical abilities. The following contributions are made by this study: (1) providing a better understanding of the impact of affective states on the creativity and analytical problem-solving capacities of developers, (2) introducing and validating psychological measurements, theories, and concepts of affective states, creativity, and analytical-problem-solving skills in empirical software engineering, and (3) raising the need for studying the human factors of software engineering by employing a multidisciplinary viewpoint.",31-142,10.7717/peerj.289,https://www.frye.com/main/
2aa4b8ab64847b5d040a4508a4029dea07e9cb41,An empirically based terminology and taxonomy for global software engineering,,105-153,10.1007/s10664-012-9217-9,https://buck.com/category/post/
389aa97e59372fbc65cab81fe18d9f86fbb70a82,Behavioral software engineering: A definition and systematic literature review,,15-37,10.1016/j.jss.2015.04.084,http://www.cruz.net/terms/
372fcbfccd9b02c69f0e42f1c94a64a044e1a11a,Replication of empirical studies in software engineering research: a systematic mapping study,,501-557,10.1007/s10664-012-9227-7,https://lopez-duke.com/tag/category/register/
402a9ff765bbf5a590a59e59790256c1be0ca330,Guidelines for Conducting Surveys in Software Engineering,,60-129,87810-515-6,http://gonzalez.com/categories/search/list/terms.asp
72c32a1672fad31ef32fadc4e119a5c5569e4cd0,Eye-Tracking Metrics in Software Engineering,"Eye-tracking studies are getting more prevalent in software engineering. Researchers often use different metrics when publishing their results in eye-tracking studies. Even when the same metrics are used, they are given different names, causing difficulties in comparing studies. To encourage replications and facilitate advancing the state of the art, it is important that the metrics used by researchers be clearly and consistently defined in the literature. There is therefore a need for a survey of eye-tracking metrics to support the (future) goal of standardizing eye-tracking metrics. This paper seeks to bring awareness to the use of different metrics along with practical suggestions on using them. It compares and contrasts various eye-tracking metrics used in software engineering. It also provides definitions for common metrics and discusses some metrics that the software engineering community might borrow from other fields.",96-103,10.1109/APSEC.2015.53,https://floyd-martin.info/
1a517c7b56d1d2f2d3e8e209c438e32663a750c9,Fundamentals of Software Engineering,,"I-XV, 1-573",10.1007/978-3-642-29320-7,http://jennings.com/home.htm
c24d6c1bed6af6b99e506f2ba83e9552481b5615,Green in Software Engineering,,76-106,10.1007/978-3-319-08581-4,http://jones.net/tags/list/wp-content/privacy.htm
7eb0399ae7e79449178d7fdaa86059fa0c856edd,"Software Product Line Engineering - Foundations, Principles, and Techniques","Software product line engineering has proven to be the methodology for developing a diversity of software products and software intensive systems at lower costs, in shorter time, and with higher quality. In this book, Pohl and his co-authors present a framework for software product line engineering which they have developed based on their academic as well as industrial experience gained in projects over the last eight years. They do not only detail the technical aspect of the development, but also an integrated view of the business, organisation and process aspects are given. In addition, they explicitly point out the key differences of software product line engineering compared to traditional single software system development, as the need for two distinct development processes for domain and application engineering respectively, or the need to define and manage variability.","I-XXVI, 1-467",04-657351-X,https://www.edwards-reeves.com/list/category.html
717a8985cc3fcbd285efe50dbcb8fe5bb12921b1,Challenges for Software Engineering in Automation,"This paper gives an 
introduction to the essential challenges of software engineering and 
requirements that software has to fulfill in the domain of automation. Besides, 
the functional characteristics, specific constraints and circumstances are 
considered for deriving requirements concerning usability, the technical 
process, the automation functions, used platform and the well-established 
models, which are described in detail. On the other hand, challenges result 
from the circumstances at different points in the single phases of the life 
cycle of the automated system. The requirements for life-cycle-management, 
tools and the changeability during runtime are described in detail.",440-451,10.4236/JSEA.2014.75041,https://mcbride.net/search/categories/category/
57e7a7323f58a35f5e2cc33bf17d4ac9cdcafdd4,Systematic and integrative analysis of large gene lists using DAVID bioinformatics resources,,44-57,10.1038/nprot.2008.211,http://www.curtis.com/post.htm
fa60b6806050255a77699bd0f9f5d824884c5162,Bioinformatics enrichment tools: paths toward the comprehensive functional analysis of large gene lists,"Functional analysis of large gene lists, derived in most cases from emerging high-throughput genomic, proteomic and bioinformatics scanning approaches, is still a challenging and daunting task. The gene-annotation enrichment analysis is a promising high-throughput strategy that increases the likelihood for investigators to identify biological processes most pertinent to their study. Approximately 68 bioinformatics enrichment tools that are currently available in the community are collected in this survey. Tools are uniquely categorized into three major classes, according to their underlying enrichment algorithms. The comprehensive collections, unique tool classifications and associated questions/issues will provide a more comprehensive and up-to-date view regarding the advantages, pitfalls and recent trends in a simpler tool-class level rather than by a tool-by-tool approach. Thus, the survey will help tool designers/developers and experienced end users understand the underlying algorithms and pertinent details of particular tool categories/tools, enabling them to make the best choices for their particular research interests.",Jan-13,10.1093/nar/gkn923,https://www.conway.com/
fd495d6cf7c3169bc58550fdf32be6e16e2800f8,Bioconductor: open software development for computational biology and bioinformatics,,R80 - R80,10.1186/gb-2004-5-10-r80,http://harris-jennings.com/list/register.php
90485e0ce54c1ad12a2d01362a007ab107d71063,Biopython: freely available Python tools for computational molecular biology and bioinformatics,"Summary: The Biopython project is a mature open source international collaboration of volunteer developers, providing Python libraries for a wide range of bioinformatics problems. Biopython includes modules for reading and writing different sequence file formats and multiple sequence alignments, dealing with 3D macro molecular structures, interacting with common tools such as BLAST, ClustalW and EMBOSS, accessing key online databases, as well as providing numerical methods for statistical learning. Availability: Biopython is freely available, with documentation and source code at www.biopython.org under the Biopython license. Contact: All queries should be directed to the Biopython mailing lists, see www.biopython.org/wiki/_Mailing_listspeter.cock@scri.ac.uk.",1422 - 1423,10.1093/bioinformatics/btp163,https://www.white.com/terms.php
a41d8c4eddf4054ef080c7edec21b39c492892ee,"Nanopore sequencing technology, bioinformatics and applications",,1348 - 1365,10.1038/s41587-021-01108-x,https://barker.com/post.htm
34d405eaecab40a932108a7ff97e92fb8fd1ae4e,A review of feature selection techniques in bioinformatics,"Feature selection techniques have become an apparent need in many bioinformatics applications. In addition to the large pool of techniques that have already been developed in the machine learning and data mining fields, specific applications in bioinformatics have led to a wealth of newly proposed techniques. In this article, we make the interested reader aware of the possibilities of feature selection, providing a basic taxonomy of feature selection techniques, and discussing their use, variety and potential in a number of both common as well as upcoming bioinformatics applications.","
          2507-17
        ",10.1093/bioinformatics/btm344,http://smith-fernandez.com/wp-content/tag/faq.htm
